item name,item number,price,stock
HID 1386LGGMNFC122 Isoprox Card Ii 26bit Fac-122,HID_1386LGGMNFC122,6.95,500
Remee CAT5E-350-RISER-1000-BLUE Cat5e 350mhz Blue 1000ft,REM_CAT5E350RISER1000BLUE,156.63,69
Remee CAT5E-350-PLEN-1000-WHITE Cat5e 350mhz White 1000ft Plenum,REM_CAT5E350PLEN1000WHITE,270.75,64
UniView MW3222-V 22in Led Fhd Monitor,UNT_MW3222V,136.69,98
Remee CAT5E-350-PLEN-1000-BLUE Cat5e 350mhz Blue 1000ft Plenum,REM_CAT5E350PLEN1000BLUE,270.75,69
Remee CAT6-550-PLEN-1000-BLUE Cat6 550mhz Cmp Blue 1000ft,REM_CAT6550PLEN1000BLUE,406.75,57
"GRI 6644-1 Pack, Resistor 2-1k 1/8 Watt",GRI_66441,5.04,65
"Von Duprin PS914-8F Kit - 4 Amp High Inrush Power Supply, Fused 8 Zone Option Board, 12/24vdc Field Selectable, Space for Battery Back-up.",VON_PS9148F,"1,054.85",24
Remee 22/4-STR-OS-PLEN-1000-WHITE 22/4c Str Os Cmp White 1000ft,REM_224STROSPLEN1000WHITE,282.75,21
Remee RG59+18/2-1000-WHITE Rg59 18/2 Siamese Zip White 1000ft,REM_RG591821000WHITE,"1,395.0000",6
Remee 22/4-STR-PLEN-1000-WHITE 22/4c Str Cmp White 1000ft,REM_224STRPLEN1000WHITE,235.88,29
UniView TR-WE45-A-IN Wall Mount Bracket for Ipc62 and Ipc63 Series,UNT_TRWE45AIN,33.75,35
"ABH 2300 SurfAC, Standard Armaturee Wall Mount Electromagnetic Door Holder Tri-Voltage to be wired either 12V DC, 24V AC, Standard Armature/DC, or 120V AC, Standard Armature, Saatin Aluminum",ABH_2300US28,108.75,15176151
Remee CAT6-550-3FT-PATCH-CABLE-BLUE Cat6 Utp Patch Cable 3ft Blue,REM_CAT65503FTPATCHCABLEBLUE,2.13,73
Von Duprin 050412 US3 Exit Device,VON_050412US3,706.32,1
"Von Duprin PS902-2RS-BBK-FA Power Supply 2a 12/24vdc with 2 Relay Board, Fire Alarm Interface Board and Battery Back-up Board, 14in H X 12in W X 4in D Enclosure",VON_PS9022RSBBKFA,982.76,9
Digital Watchdog DWC-V6263WTIR 2.1mp Indoor/outdoor Dome Camera W/ir,DWD_DWCV6263WTIR,326.63,8
Digital Watchdog DWC-V1CNMW Corner and Pole Mount Bracket - White,DWD_DWCV1CNMW,50.30,3
Digital Watchdog DWC-MV45WIATW 5 Mp In/outdoor Snapit Vandal Dome Camer,DWD_DWCMV45WIATW,847.44,5
Digital Watchdog DWC-MD421TIR 2.1 Mp Indoor Dome 3.0-10.5mm,DWD_DWCMD421TIR,549.25,3
HID 2000HPGGMNFC127 Iclass Printable Cards 26bit 2k Fac-127,HID_2000HPGGMNFC127,5.99,200
HID 1386LGGMNFC127 Isoprox Card Ii 26bit Fac-127,HID_1386LGGMNFC127,6.95,2100
HID 1326LMSMVFC127 Clamshell Prox Card Ii 26bit Fac-127,HID_1326LMSMVFC127,3.79,9338
HID 1391LGSMNFC127 Microprox Tag 26bit Fac-127,HID_1391LGSMNFC127,5.05,240
Securitron DDC32BK Maglock,STR_DDC32BK,88.36,15176154
"UniView IPC2124SB-ADF28KM-I0 4mp Hd Lighthunter Ir Fixed Bullet Network Camera, White",UNT_IPC2124SBADF28KMI0,148.50,49
HID 1346LNSMNFC127 Keyfob Proxkey Iii 26bit Fac-127,HID_1346LNSMNFC127,7.51,12748
"Von Duprin PS914-8F Kit - 4 Amp High Inrush Power Supply, Fused 8 Zone Option Board, 12/24vdc Field Selectable, Space for Battery Back-up.",VON_PS9148F,"1,054.85",24
"Hanchett 9400-LBSM-BSP Slim Line Electric Strike 12/24vdc, Fs/fse, Rim Exits Max 1/2in Throw, 9in X 1-3/4in X 9/16in, Wood Or Metal Frame, Latchbolt Strike Monitor, Satin Stainless Steel",HAN_9400LBSMBSP,515.16,1
"Hanchett 9700-630-LBM Rim Strike for Squarebolt Devices, Surface Mounted Electric Strike 12/24vdc, Fs/fse, Lbm Latchbolt Monitor, 630/us32d Satin Stainless Steel",HAN_9700630LBM,534.85,10
"Von Duprin 05009032D Bottom Latch Retrofit Kit with Sex Bolts for 98/9927, 98/9957, Satin Stainless Steel Finish",VON_05009032D,134.78,46
"Hanchett 9000-108-613E 9000 Series 1/8in Spacer Plate, 613e/us10be Dark Bronze",HAN_9000108613E,34.79,10
Locktronics C10-KIN-POE-S-C Poe Splitter,LCK_C10KINPOESC,43.75,4
"Hanchett 9000-ASB-613E 9000 Series 1/2in Aluminum Spacer Bracket, for Surface Mount Electric Strikes, 613e/us10be Dark Bronze",HAN_9000ASB613E,82.04,4
"Von Duprin PS902-2RS-BBK-FA Power Supply 2a 12/24vdc with 2 Relay Board, Fire Alarm Interface Board and Battery Back-up Board, 14in H X 12in W X 4in D Enclosure",VON_PS9022RSBBKFA,982.76,9
Ditek DTK-ESS Electric Door Strike Surge Protector,DIT_DTKESS,45.00,6
Bosch ISC-BDL2-W12G Blue Line Gen 2 Tritech 40ft X 40ft,BOS_ISCBDL2W12G,71.31,16
"GRI 199-12WG-B 1in Steel Door Recessed Magnetic Contact, Dpdt, Wide Gap - Brown",GRI_19912WGB,24.49,78
UniView IPC314SB-ADF28K-I0 4mp Network Fixed Mini Dome Ai,UNT_IPC314SBADF28KI0,178.20,1
Securitron CWB82CL Maglock,STR_CWB82CL,57.00,15176156
Von Duprin 99GBK-R/M SP28 Exit Device,VON_99GBKRMSP28,55.86,279
Von Duprin 050415 US26 Exit Device,VON_050415US26,374.54,2
"Von Duprin 050133315 Fire Rated or Less Dogging Cover Plate Kit for 9 Series, Black Finish",VON_050133315,40.18,9
"Von Duprin 05055432D Center Case Cover Kit for 98/9957/F, Satin Stainless Steel Finish",VON_05055432D,198.94,6
Alarm Controls AM6320DURO Maglock,ALC_AM6320DURO,42.77,1
Von Duprin 050412 US3 Exit Device,VON_050412US3,706.32,1
UniView TR-WE45-A-IN Wall Mount Bracket for Ipc62 and Ipc63 Series,UNT_TRWE45AIN,33.75,35
"UniView IPC2124SB-ADF28KM-I0 4mp Hd Lighthunter Ir Fixed Bullet Network Camera, White",UNT_IPC2124SBADF28KMI0,148.50,49
2GIG RPTR1-345 2gig Repeater 345mhz,2GI_RPTR1345,70.09,7
Digital Watchdog DWC-PVF5DI1TW Vandal Fisheye Ip Camera 1.5mm,DWD_DWCPVF5DI1TW,781.63,1
Securitron SB1 Maglock,STR_SB1,9.70,15176187
